f_25,f_18,f_22,f_24,f_13,f_14,f_19,f_0,f_15,f_11,f_9,f_12,f_10,f_21,f_8,f_2,f_3,f_7,f_20,f_16,f_6,f_26,f_23,f_4,f_17,f_5,f_1
0,4,2,0,7713,1,1,False,False,Married,Laboratory Technician,2690,4,5,1,Research & Development,7,2,1,18,3,1,1,2,3,Life Sciences,Travel_Rarely
7,2,3,8,10877,1,1,False,True,Married,Manufacturing Director,6162,4,3,2,Research & Development,1,3,9,22,1,8,9,3,4,Medical,Travel_Rarely
3,2,4,7,16177,0,1,False,False,Married,Sales Executive,4805,2,3,2,Sales,2,3,9,19,4,7,8,3,3,Other,Travel_Rarely
0,4,3,2,21602,7,0,False,False,Single,Sales Executive,5332,1,3,2,Sales,2,3,10,13,4,3,5,4,3,Other,Travel_Frequently
1,4,2,2,8984,5,0,False,False,Married,Healthcare Representative,10527,3,3,3,Research & Development,18,3,28,11,1,2,2,1,3,Medical,Travel_Frequently
0,1,3,9,23238,2,0,False,False,Single,Manufacturing Director,7779,4,0,2,Research & Development,18,3,18,20,1,9,11,4,4,Life Sciences,Non-Travel
1,1,3,4,6110,2,2,True,True,Married,Sales Executive,6380,3,6,2,Sales,22,2,8,12,3,0,6,2,3,Marketing,Travel_Rarely
0,3,3,2,20943,1,1,False,False,Married,Sales Executive,8346,3,3,2,Sales,5,3,6,19,1,2,5,3,3,Technical Degree,Travel_Rarely
1,3,2,10,24409,0,0,False,False,Single,Sales Executive,13872,3,1,4,Sales,10,3,38,13,4,8,37,4,3,Medical,Travel_Rarely
7,1,3,6,17783,0,1,False,True,Married,Sales Executive,4537,4,2,2,Sales,2,3,8,22,3,7,7,2,4,Marketing,Travel_Rarely
3,4,3,10,7129,5,3,False,False,Divorced,Human Resources,2592,2,3,1,Human Resources,2,3,13,13,1,8,11,3,3,Human Resources,Non-Travel
1,1,2,7,12355,1,0,True,False,Single,Healthcare Representative,8722,1,2,3,Research & Development,24,2,10,12,2,9,10,2,3,Technical Degree,Non-Travel
0,4,2,7,21703,1,0,False,False,Single,Sales Executive,5396,4,2,2,Sales,10,3,10,12,4,8,10,3,3,Marketing,Travel_Rarely
0,1,2,2,5561,2,0,False,True,Married,Research Scientist,2127,3,5,1,Research & Development,5,4,7,12,2,3,4,5,3,Medical,Travel_Rarely
5,3,2,11,5549,1,0,False,False,Married,Manufacturing Director,6567,1,2,2,Research & Development,20,3,16,14,3,11,15,4,3,Medical,Travel_Rarely
1,3,3,3,10950,2,0,False,False,Single,Laboratory Technician,2013,2,4,1,Research & Development,7,3,15,11,1,3,4,3,3,Life Sciences,Travel_Rarely
2,2,4,2,6069,7,1,False,True,Married,Sales Executive,4736,3,2,2,Sales,25,3,4,12,4,2,2,2,3,Technical Degree,Non-Travel
5,3,3,9,16458,1,0,False,False,Single,Laboratory Technician,3673,4,3,1,Research & Development,9,3,12,13,1,8,12,2,3,Medical,Travel_Frequently
1,2,3,2,13305,5,1,False,False,Married,Sales Executive,6500,1,1,2,Sales,8,3,6,17,3,2,3,2,3,Life Sciences,Travel_Rarely
1,3,2,9,14074,1,0,False,False,Married,Manufacturing Director,9547,3,2,2,Research & Development,2,2,10,17,4,9,10,1,3,Life Sciences,Travel_Frequently
1,3,3,13,7744,5,1,False,True,Married,Manager,16064,4,3,4,Sales,16,3,22,22,4,9,17,3,4,Marketing,Travel_Rarely
1,1,3,7,5340,7,0,False,False,Single,Research Scientist,4108,4,2,2,Research & Development,24,3,18,13,1,7,7,1,3,Life Sciences,Travel_Rarely
0,2,3,7,18625,3,1,False,False,Married,Research Director,19740,4,2,5,Research & Development,3,1,25,14,3,7,8,3,3,Life Sciences,Travel_Rarely
1,2,4,1,11591,7,1,False,False,Divorced,Sales Executive,6852,2,2,2,Sales,10,2,7,12,2,3,5,3,3,Technical Degree,Travel_Rarely
0,2,4,4,9696,0,1,False,False,Married,Laboratory Technician,2705,3,2,1,Research & Development,23,1,6,16,2,3,5,4,3,Medical,Travel_Rarely
3,3,2,7,9277,6,0,True,True,Single,Sales Executive,13695,3,2,4,Sales,13,4,24,17,1,8,19,4,3,Marketing,Travel_Rarely
1,4,4,2,15747,3,1,True,False,Married,Sales Representative,2909,3,3,1,Sales,1,3,5,15,1,2,3,3,3,Technical Degree,Travel_Frequently
7,2,3,0,14408,0,1,False,False,Married,Healthcare Representative,5582,4,2,2,Research & Development,23,2,10,21,2,8,9,3,4,Medical,Travel_Rarely
0,3,3,2,9396,5,1,True,False,Married,Laboratory Technician,4031,1,5,1,Research & Development,3,3,6,13,1,2,2,3,3,Medical,Travel_Rarely
0,1,3,8,18624,1,1,False,False,Divorced,Laboratory Technician,4197,3,2,2,Research & Development,20,3,10,11,2,2,10,3,3,Life Sciences,Travel_Rarely
1,3,4,2,13672,1,0,False,False,Single,Laboratory Technician,2647,4,6,1,Research & Development,12,3,5,13,4,4,5,2,3,Other,Travel_Rarely
0,1,4,2,9358,4,1,False,True,Married,Manager,19513,4,2,5,Research & Development,3,3,26,12,4,1,2,4,3,Other,Travel_Rarely
1,3,3,2,12719,1,1,False,False,Married,Research Scientist,3591,1,3,1,Research & Development,1,3,3,25,3,2,3,3,4,Medical,Travel_Rarely
0,3,3,6,20445,4,0,False,True,Single,Sales Executive,5772,4,4,2,Sales,5,3,14,21,1,8,9,4,4,Marketing,Travel_Frequently
2,3,3,2,24788,3,1,True,True,Married,Sales Executive,4559,3,2,2,Sales,20,1,4,11,2,2,2,3,3,Life Sciences,Travel_Rarely
2,3,3,1,14218,7,1,False,True,Divorced,Research Director,19328,4,3,5,Research & Development,2,3,24,17,3,2,2,4,3,Medical,Travel_Rarely
1,2,2,7,3423,3,2,False,False,Divorced,Research Director,16124,4,2,4,Research & Development,1,2,9,14,4,7,7,3,3,Life Sciences,Travel_Rarely
1,4,3,2,20115,2,1,False,True,Divorced,Sales Executive,6583,4,2,2,Sales,10,3,8,11,3,4,5,2,3,Medical,Travel_Rarely
12,2,2,6,8861,3,3,False,False,Divorced,Manager,19141,4,2,5,Human Resources,10,2,23,15,2,6,21,4,3,Human Resources,Travel_Rarely
0,4,4,5,4386,0,3,False,False,Married,Healthcare Representative,4523,4,4,2,Research & Development,28,2,7,11,4,4,6,4,3,Technical Degree,Travel_Frequently
0,3,2,0,4060,8,2,False,False,Married,Laboratory Technician,2406,4,3,1,Research & Development,1,3,8,19,1,0,1,4,3,Life Sciences,Travel_Rarely
1,3,4,2,25043,4,1,False,False,Married,Laboratory Technician,2042,2,3,2,Research & Development,23,3,17,12,2,2,3,3,3,Medical,Non-Travel
7,4,3,8,12355,0,1,False,False,Married,Sales Executive,9924,2,3,2,Sales,14,3,10,11,3,7,9,3,3,Life Sciences,Travel_Rarely
0,3,4,0,11882,7,0,True,False,Single,Sales Representative,2785,4,3,1,Sales,2,2,3,14,3,0,1,3,3,Life Sciences,Travel_Frequently
1,4,2,2,17001,3,0,False,True,Single,Sales Representative,2644,4,3,1,Sales,2,3,7,21,3,2,3,4,4,Life Sciences,Travel_Rarely
0,3,3,6,18863,1,0,False,False,Married,Research Scientist,3376,3,3,1,Research & Development,7,4,10,13,2,8,10,2,3,Technical Degree,Travel_Rarely
1,3,2,2,21158,1,0,False,False,Single,Research Scientist,3420,2,3,1,Research & Development,20,3,6,13,4,3,5,3,3,Life Sciences,Travel_Rarely
0,3,2,0,5696,5,2,False,False,Married,Healthcare Representative,5538,1,2,2,Research & Development,13,4,10,18,2,0,0,3,3,Medical,Travel_Rarely
6,1,3,10,3525,1,1,False,False,Married,Research Director,17603,3,3,4,Research & Development,15,2,14,24,3,11,14,2,4,Life Sciences,Travel_Rarely
0,4,4,2,18103,1,1,False,False,Married,Laboratory Technician,3477,3,2,1,Research & Development,2,3,6,14,2,3,5,4,3,Life Sciences,Travel_Rarely
1,3,2,2,6152,1,0,False,False,Single,Research Scientist,3445,4,5,1,Research & Development,8,3,6,11,3,4,6,3,3,Medical,Travel_Rarely
0,1,3,7,20335,9,1,False,False,Married,Research Director,11713,1,2,3,Research & Development,8,4,10,14,1,5,8,3,3,Life Sciences,Non-Travel
0,3,1,4,11038,3,1,False,True,Married,Manager,11904,4,1,3,Sales,1,3,14,14,2,4,6,2,3,Technical Degree,Travel_Rarely
1,3,3,2,23413,9,0,False,False,Single,Sales Executive,5869,3,2,2,Sales,10,2,8,11,3,4,5,3,3,Medical,Travel_Rarely
1,3,3,2,15678,0,1,False,False,Married,Sales Executive,4851,2,4,2,Sales,8,4,4,22,4,2,3,3,4,Life Sciences,Travel_Rarely
0,4,3,0,19294,9,0,True,True,Single,Laboratory Technician,5381,3,2,3,Research & Development,1,2,23,13,1,0,1,2,3,Life Sciences,Travel_Rarely
1,4,3,4,4381,0,1,False,False,Married,Manufacturing Director,4345,3,2,2,Research & Development,1,1,6,12,3,4,5,4,3,Medical,Non-Travel
0,4,3,0,4814,1,0,False,True,Single,Sales Executive,7642,2,2,3,Sales,19,3,10,13,1,9,10,2,3,Medical,Non-Travel
1,2,3,3,22670,9,2,False,True,Divorced,Manufacturing Director,5485,1,4,2,Research & Development,19,3,9,11,4,4,5,4,3,Medical,Travel_Rarely
0,2,3,2,17205,1,0,True,True,Single,Sales Representative,2323,4,3,1,Sales,9,3,2,14,4,2,2,3,3,Marketing,Travel_Frequently
7,4,2,7,20006,0,0,False,False,Single,Laboratory Technician,2867,1,6,1,Research & Development,1,3,8,13,3,6,7,3,3,Medical,Travel_Rarely
0,3,3,2,26507,5,0,True,False,Single,Sales Executive,5324,1,3,2,Sales,16,3,6,15,1,2,3,3,3,Marketing,Travel_Rarely
0,2,3,0,2396,6,0,True,True,Single,Laboratory Technician,2090,3,3,1,Research & Development,2,2,7,15,4,0,0,2,3,Other,Travel_Rarely
4,3,2,4,23300,1,0,False,False,Married,Research Scientist,2368,2,3,1,Research & Development,6,2,5,19,3,3,5,3,3,Other,Travel_Rarely
0,1,2,0,9262,8,1,False,False,Married,Healthcare Representative,9985,1,1,3,Research & Development,7,3,10,16,3,0,1,3,3,Life Sciences,Travel_Rarely
0,3,4,3,22650,3,1,False,True,Divorced,Human Resources,2277,2,4,1,Human Resources,3,3,7,11,4,3,4,2,3,Human Resources,Travel_Rarely
1,3,2,7,19383,0,0,False,False,Single,Healthcare Representative,7625,4,4,2,Research & Development,1,4,10,13,2,8,9,4,3,Life Sciences,Travel_Rarely
0,3,4,0,12124,2,1,False,False,Married,Manager,18711,3,2,5,Research & Development,4,2,23,13,1,0,1,2,3,Medical,Travel_Rarely
0,4,3,0,16901,1,1,False,False,Married,Research Scientist,1223,3,2,1,Research & Development,1,3,1,22,4,1,1,2,4,Life Sciences,Travel_Rarely
2,3,2,4,16154,2,0,False,False,Single,Manager,16885,4,3,4,Research & Development,1,4,27,22,1,1,5,4,4,Medical,Non-Travel
0,4,3,0,7122,4,2,False,False,Married,Laboratory Technician,3688,4,2,1,Research & Development,18,4,4,18,3,0,1,4,3,Life Sciences,Travel_Frequently
6,1,3,7,23537,2,1,False,False,Married,Sales Executive,7525,2,2,3,Sales,2,2,30,12,3,12,15,3,3,Marketing,Travel_Frequently
0,2,3,3,20520,1,2,False,False,Divorced,Laboratory Technician,2289,1,2,1,Research & Development,9,3,5,20,3,4,5,4,4,Life Sciences,Travel_Rarely
0,1,2,7,4905,1,1,False,False,Married,Sales Executive,4539,3,3,2,Sales,25,3,10,12,2,1,10,3,3,Medical,Travel_Frequently
1,4,4,7,7909,3,0,False,False,Single,Research Scientist,3660,3,4,2,Research & Development,10,3,10,13,3,7,8,3,3,Other,Travel_Rarely
0,2,3,4,12932,2,1,False,False,Divorced,Research Scientist,4556,3,3,2,Research & Development,29,3,19,11,1,2,5,2,3,Life Sciences,Travel_Frequently
0,2,3,4,21222,5,1,False,False,Married,Sales Representative,2973,4,3,1,Sales,21,3,10,15,3,0,5,2,3,Medical,Travel_Frequently
0,4,3,3,4051,9,1,False,True,Married,Manufacturing Director,6062,4,4,2,Research & Development,1,2,8,13,4,2,4,2,3,Life Sciences,Travel_Rarely
1,3,2,2,9075,3,3,False,False,Married,Laboratory Technician,3669,4,6,1,Research & Development,19,3,7,11,4,2,3,1,3,Medical,Travel_Rarely
5,3,2,10,9647,0,2,False,False,Divorced,Sales Executive,10609,3,6,3,Sales,3,3,17,12,1,13,16,3,3,Life Sciences,Travel_Rarely
0,4,3,1,16490,5,0,False,False,Single,Sales Executive,5171,4,2,2,Sales,3,2,13,17,3,5,6,3,3,Life Sciences,Travel_Rarely
0,4,3,1,25063,8,1,False,True,Divorced,Research Scientist,3617,2,2,1,Research & Development,9,3,3,14,4,0,1,4,3,Medical,Travel_Frequently
2,4,3,2,22984,2,0,False,False,Married,Manager,13116,3,2,3,Research & Development,3,3,15,11,1,2,2,3,3,Technical Degree,Travel_Rarely
1,2,3,1,16542,5,1,False,False,Divorced,Healthcare Representative,6667,4,6,2,Research & Development,15,3,9,18,3,2,5,4,3,Medical,Non-Travel
13,4,2,3,16701,5,1,False,True,Divorced,Research Director,18740,3,2,5,Research & Development,7,2,29,12,2,8,27,2,3,Medical,Travel_Rarely
0,1,1,0,14382,5,0,True,False,Married,Healthcare Representative,4777,2,2,2,Research & Development,11,1,15,15,1,0,1,2,3,Medical,Travel_Rarely
0,2,3,7,24208,6,1,False,False,Divorced,Manufacturing Director,10845,3,3,3,Research & Development,7,3,13,13,4,7,8,2,3,Medical,Travel_Rarely
0,2,3,0,15901,2,0,False,False,Single,Research Director,15992,4,2,4,Research & Development,23,3,16,14,1,0,1,5,3,Life Sciences,Travel_Rarely
4,3,1,11,5335,3,1,False,False,Divorced,Healthcare Representative,7725,4,2,2,Research & Development,6,3,15,23,3,7,13,3,4,Life Sciences,Travel_Frequently
1,2,3,0,4567,1,0,True,False,Single,Sales Representative,2679,2,3,1,Sales,7,3,1,13,2,0,1,1,3,Marketing,Travel_Rarely
